0.3797	0.9333	0.2363	0.8885	199.3000	247.3888	0.3649	2.0159	0.7686	0.6397	2.5093	15.3743	0.0368	0.0313	0.1850	3.1637	
0.2340	0.9243	0.3847	0.9362	110.6200	133.9380	0.6276	2.4396	0.6770	0.7360	3.6553	20.7690	0.0376	0.0311	0.0728	2.7930	
0.2324	0.9322	0.3685	0.9340	134.4800	160.0628	0.3163	2.0336	0.6639	0.7479	3.7629	22.0437	0.0399	0.0306	0.1320	2.5829	
0.2149	0.9491	0.4003	0.9265	213.6600	264.7901	0.2512	1.7012	0.7461	0.6658	3.2688	22.6410	0.0399	0.0301	0.3328	1.5820	
0.1048	0.8720	0.6224	0.9583	167.4800	234.2103	0.9041	2.9157	0.7368	0.6761	2.9352	16.3955	0.0419	0.0295	0.5507	1.3195	
0.2864	0.9416	0.3415	0.9106	165.7600	262.3765	1.5616	5.0108	0.7527	0.6584	4.4813	47.3648	0.0406	0.0384	5.4792	84.6988		
0.2786	0.9404	0.3682	0.9128	204.8400	298.7260	0.6655	2.3727	0.7577	0.6527	4.2424	44.9348	0.0392	0.0350	3.7900	62.4693	
0.2313	0.9475	0.3088	0.9147	153.7600	225.4040	0.3952	1.8170	0.7840	0.6207	3.6707	36.5225	0.0401	0.0343	3.4311	58.9420	
0.1608	0.9451	0.4775	0.9433	263.8800	404.8257	0.8077	2.2873	0.7355	0.6775	3.0685	17.2843	0.0394	0.0302	0.3266	1.3665	
0.1788	0.9486	0.4082	0.9303	147.0600	212.6545	1.0262	3.1025	0.7722	0.6354	4.0935	49.8046	0.0392	0.0308	0.4540	14.7401	
0.1885	0.9420	0.4232	0.9275	171.6000	227.4689	0.5861	2.1383	0.7609	0.6489	4.2877	51.7215	0.0398	0.0314	1.1596	26.7805	
0.1553	0.9501	0.4217	0.9386	138.7600	181.4201	0.4685	1.9276	0.7472	0.6647	4.8440	69.9379	0.0408	0.0298	0.4663	1.2327	
0.1581	0.9519	0.4260	0.9355	205.5800	270.9842	0.2393	1.7477	0.7758	0.6310	3.3388	31.5119	0.0396	0.0300	0.3821	1.1606	
0.1479	0.9463	0.4620	0.9434	483.9000	1006.8830	1.0227	2.5176	0.7367	0.6763	3.6776	27.4653	0.0402	0.0300	0.3823	1.3741	
0.1424	0.9398	0.5532	0.9532	214.2200	299.8558	0.8208	2.5142	0.7451	0.6669	2.8289	14.2647	0.0395	0.0302	0.3189	1.3877	
0.1740	0.9446	0.4074	0.9334	209.6200	261.5087	0.2571	1.6627	0.8037	0.5950	2.7313	22.7048	0.0385	0.0303	0.2651	1.3185	
0.1416	0.9482	0.4120	0.9439	291.4000	460.7582	0.6298	2.5714	0.7589	0.6512	3.2619	22.8815	0.0394	0.0301	0.3590	1.1432	
0.1346	0.9328	0.4963	0.9525	206.5200	285.2531	0.6534	2.0557	0.7189	0.6952	3.1441	17.3831	0.0388	0.0303	0.3197	1.1165	
0.1666	0.9441	0.3205	0.9284	365.8600	649.7344	0.6573	1.8970	0.8003	0.5996	2.7064	24.2574	0.0382	0.0301	0.2901	1.0977	
0.1937	0.9391	0.2696	0.9205	586.0000	1228.0711	0.8504	2.1285	0.7924	0.6101	3.3328	35.7884	0.0374	0.0302	0.2364	1.0691	
0.2003	0.9400	0.2360	0.9123	281.6800	440.4415	0.5252	2.5115	0.7990	0.6013	2.5804	21.8102	0.0375	0.0302	0.2470	1.0740	
0.1918	0.9338	0.2712	0.9206	309.3400	433.5945	0.4123	1.8189	0.7638	0.6455	2.5629	16.3655	0.0375	0.0302	0.2407	1.0709	
0.1882	0.9303	0.2555	0.9109	613.8200	1039.9781	0.8242	2.5911	0.7909	0.6119	3.2372	42.8760	0.0394	0.0305	0.4015	12.8703	
0.1839	0.9286	0.2905	0.9142	698.2400	994.7977	0.1984	1.5892	0.8055	0.5927	2.1276	19.7765	0.0390	0.0313	1.1390	25.9066	
0.1229	0.8174	0.4795	0.9438	227.6600	242.0162	0.3097	2.5577	0.7732	0.6342	1.7671	7.5111	0.0377	0.0304	0.2537	1.0787	
