2.47300000000000e+003,2.06046875000000e+002,1.04864501953125e+002,1.48842320700000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.05304687500000e+002,1.04859008789062e+002,1.48842321300000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.04550781250000e+002,1.04869995117188e+002,1.48842321800000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.03796875000000e+002,1.04897460937500e+002,1.48842322400000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.03054687500000e+002,1.04891967773438e+002,1.48842323000000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.02300781250000e+002,1.04891967773438e+002,1.48842323500000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.02300781250000e+002,1.04891967773438e+002,1.48842323500000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.01546875000000e+002,1.04902954101562e+002,1.48842324100000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.00800781250000e+002,1.04924926757812e+002,1.48842324600000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,2.00046875000000e+002,1.04924926757812e+002,1.48842325200000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,1.99292968750000e+002,1.04930419921875e+002,1.48842325800000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,1.98550781250000e+002,1.04941406250000e+002,1.48842326300000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,1.97796875000000e+002,1.04935913085938e+002,1.48842326900000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,1.97042968750000e+002,1.04913940429688e+002,1.48842327500000e+009,3.40000000000000e+002
0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000,0.00000000000000e+000
2.47300000000000e+003,1.96289062500000e+002,1.04908447265625e+002,1.48842328000000e+009,3.40000000000000e+002
2.46000000000000e+003,1.92785156250000e+002,1.06259765625000e+002,1.48842328000000e+009,1.70000000000000e+002
